New URI	Edition 1	citedRange entry.Edition 1		witnesses.Edition 1	Edition 2	citedRange vol.Edition 2	citedRange pp.Edition 2	MS 1	citedRange fol.MS 1	title syriaca-headword.Edition 1.en	title syriaca-headword.en	title.Edition 1.en	title abbreviation.en	title.en	title syriaca-headword.Edition 1.syr	title.MS 1.syr	author ref.Edition 1				relation dct---isPartOf.Edition 1	Translation 1	citedRange vol.Translation 1	lang.Translation 1
*** Syriaca Work ID	Syriac Corpus Bibl	Syriac Corpus Entry	Syriac Corpus URI	Witnesses of Syriac Corpus text	Transcribed Edition	Vols from transcribed edition (if relevant)	Pages from transcribed edition	Transcribed Manuscript	Manuscript Folios	English Title (Headword, Edition 1)	English Title (Headword, if different from Edition 1	English Title (Edition 1, if different from Headword)	English Abbreviation		Syriac Title (Headword, Edition 1)	Syriac Title (MS 1)	Author URI	Author Headword (not for export)	Is Part of Work URI	Number in Collection	Is Part of Work URI {number in collection}			
*** REQUIRED. Contains the new Syriaca.org URI to be assigned to each row.	bibl entry of Syriac Corpus in Syriaca.org	Entry title + [URI] (auto-generated)	Used to autogenerate citedRange entry.Edition 1	Names of columns containing ids of manuscripts, editions, etc. that are witnesses for this work. Separate multiple items with commas.	Use bibl URI (e.g., 2329 for Parisot)			Syriaca.org manuscript URI or shelfmark if there is no URI yet.	Folio numbers cited from MS 1	REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)					REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)	Syriac title according to source MS 1.	RECOMMENDED. (URI) The full Syriaca.org URI of the work author, according to Source 1. If there is more than 1 author from Source 1, duplicate this column.				OPTIONAL. (Syriaca.org URI) The URI of a Syriaca.org work which contains this work. Separate multiple URIs with commas. (If the URI contains commas [unlikely], replace them with "%2c".) The conversion automatically uses the value of the column name after "relation_" as the @ref of the <relation>, but currently only "possibly-identical" is defined in the column-mapping template. Triple-hyphens (---) in the @ref values are converted to colons (:) to allow prefixed namespaces. If the work should be assigned an order within the larger work, place the order number in { } after the containing work URI, separated by a space.			
8774	2331	Hymn 41 on Nisibis [https://syriaccorpus.org/295]	https://syriaccorpus.org/295	Edition 2						Hymn 41 on Nisibis			H. Nis. 41	Madrasha 41 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	41	http://syriaca.org/work/8737 {41}			
8775	2331	Hymn 42 on Nisibis [https://syriaccorpus.org/296]	https://syriaccorpus.org/296	Edition 2						Hymn 42 on Nisibis			H. Nis. 42	Madrasha 42 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	42	http://syriaca.org/work/8737 {42}			
8776	2331	Hymn 43 on Nisibis [https://syriaccorpus.org/297]	https://syriaccorpus.org/297	Edition 2						Hymn 43 on Nisibis			H. Nis. 43	Madrasha 43 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	43	http://syriaca.org/work/8737 {43}			
8777	2331	Hymn 44 on Nisibis [https://syriaccorpus.org/298]	https://syriaccorpus.org/298	Edition 2						Hymn 44 on Nisibis			H. Nis. 44	Madrasha 44 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	44	http://syriaca.org/work/8737 {44}			
8778	2331	Hymn 45 on Nisibis [https://syriaccorpus.org/299]	https://syriaccorpus.org/299	Edition 2						Hymn 45 on Nisibis			H. Nis. 45	Madrasha 45 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	45	http://syriaca.org/work/8737 {45}			
8779	2331	Hymn 46 on Nisibis [https://syriaccorpus.org/300]	https://syriaccorpus.org/300	Edition 2						Hymn 46 on Nisibis			H. Nis. 46	Madrasha 46 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	46	http://syriaca.org/work/8737 {46}			
8780	2331	Hymn 47 on Nisibis [https://syriaccorpus.org/301]	https://syriaccorpus.org/301	Edition 2						Hymn 47 on Nisibis			H. Nis. 47	Madrasha 47 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	47	http://syriaca.org/work/8737 {47}			
8781	2331	Hymn 48 on Nisibis [https://syriaccorpus.org/302]	https://syriaccorpus.org/302	Edition 2						Hymn 48 on Nisibis			H. Nis. 48	Madrasha 48 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	48	http://syriaca.org/work/8737 {48}			
8782	2331	Hymn 49 on Nisibis [https://syriaccorpus.org/303]	https://syriaccorpus.org/303	Edition 2						Hymn 49 on Nisibis			H. Nis. 49	Madrasha 49 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	49	http://syriaca.org/work/8737 {49}			
8783	2331	Hymn 50 on Nisibis [https://syriaccorpus.org/304]	https://syriaccorpus.org/304	Edition 2						Hymn 50 on Nisibis			H. Nis. 50	Madrasha 50 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	50	http://syriaca.org/work/8737 {50}			
8784	2331	Hymn 51 on Nisibis [https://syriaccorpus.org/305]	https://syriaccorpus.org/305	Edition 2						Hymn 51 on Nisibis			H. Nis. 51	Madrasha 51 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	51	http://syriaca.org/work/8737 {51}			
8785	2331	Hymn 52 on Nisibis [https://syriaccorpus.org/306]	https://syriaccorpus.org/306	Edition 2						Hymn 52 on Nisibis			H. Nis. 52	Madrasha 52 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	52	http://syriaca.org/work/8737 {52}			
8786	2331	Hymn 53 on Nisibis [https://syriaccorpus.org/307]	https://syriaccorpus.org/307	Edition 2						Hymn 53 on Nisibis			H. Nis. 53	Madrasha 53 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	53	http://syriaca.org/work/8737 {53}			
8787	2331	Hymn 54 on Nisibis [https://syriaccorpus.org/308]	https://syriaccorpus.org/308	Edition 2						Hymn 54 on Nisibis			H. Nis. 54	Madrasha 54 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	54	http://syriaca.org/work/8737 {54}			
8788	2331	Hymn 55 on Nisibis [https://syriaccorpus.org/309]	https://syriaccorpus.org/309	Edition 2						Hymn 55 on Nisibis			H. Nis. 55	Madrasha 55 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	55	http://syriaca.org/work/8737 {55}			
8789	2331	Hymn 56 on Nisibis [https://syriaccorpus.org/310]	https://syriaccorpus.org/310	Edition 2						Hymn 56 on Nisibis			H. Nis. 56	Madrasha 56 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	56	http://syriaca.org/work/8737 {56}			
8790	2331	Hymn 57 on Nisibis [https://syriaccorpus.org/311]	https://syriaccorpus.org/311	Edition 2						Hymn 57 on Nisibis			H. Nis. 57	Madrasha 57 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	57	http://syriaca.org/work/8737 {57}			
8791	2331	Hymn 58 on Nisibis [https://syriaccorpus.org/312]	https://syriaccorpus.org/312	Edition 2						Hymn 58 on Nisibis			H. Nis. 58	Madrasha 58 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	58	http://syriaca.org/work/8737 {58}			
8792	2331	Hymn 59 on Nisibis [https://syriaccorpus.org/313]	https://syriaccorpus.org/313	Edition 2						Hymn 59 on Nisibis			H. Nis. 59	Madrasha 59 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	59	http://syriaca.org/work/8737 {59}			
8793	2331	Hymn 60 on Nisibis [https://syriaccorpus.org/314]	https://syriaccorpus.org/314	Edition 2						Hymn 60 on Nisibis			H. Nis. 60	Madrasha 60 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	60	http://syriaca.org/work/8737 {60}			
8794	2331	Hymn 61 on Nisibis [https://syriaccorpus.org/315]	https://syriaccorpus.org/315	Edition 2						Hymn 61 on Nisibis			H. Nis. 61	Madrasha 61 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	61	http://syriaca.org/work/8737 {61}			
8795	2331	Hymn 62 on Nisibis [https://syriaccorpus.org/316]	https://syriaccorpus.org/316	Edition 2						Hymn 62 on Nisibis			H. Nis. 62	Madrasha 62 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	62	http://syriaca.org/work/8737 {62}			
8796	2331	Hymn 63 on Nisibis [https://syriaccorpus.org/317]	https://syriaccorpus.org/317	Edition 2						Hymn 63 on Nisibis			H. Nis. 63	Madrasha 63 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	63	http://syriaca.org/work/8737 {63}			
8797	2331	Hymn 64 on Nisibis [https://syriaccorpus.org/318]	https://syriaccorpus.org/318	Edition 2						Hymn 64 on Nisibis			H. Nis. 64	Madrasha 64 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	64	http://syriaca.org/work/8737 {64}			
8798	2331	Hymn 65 on Nisibis [https://syriaccorpus.org/319]	https://syriaccorpus.org/319	Edition 2						Hymn 65 on Nisibis			H. Nis. 65	Madrasha 65 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	65	http://syriaca.org/work/8737 {65}			
8799	2331	Hymn 66 on Nisibis [https://syriaccorpus.org/320]	https://syriaccorpus.org/320	Edition 2						Hymn 66 on Nisibis			H. Nis. 66	Madrasha 66 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	66	http://syriaca.org/work/8737 {66}			
8800	2331	Hymn 67 on Nisibis [https://syriaccorpus.org/321]	https://syriaccorpus.org/321	Edition 2						Hymn 67 on Nisibis			H. Nis. 67	Madrasha 67 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	67	http://syriaca.org/work/8737 {67}			
8801	2331	Hymn 68 on Nisibis [https://syriaccorpus.org/322]	https://syriaccorpus.org/322	Edition 2						Hymn 68 on Nisibis			H. Nis. 68	Madrasha 68 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	68	http://syriaca.org/work/8737 {68}			
8802	2331	Hymn 69 on Nisibis [https://syriaccorpus.org/323]	https://syriaccorpus.org/323	Edition 2						Hymn 69 on Nisibis			H. Nis. 69	Madrasha 69 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	69	http://syriaca.org/work/8737 {69}			
8803	2331	Hymn 70 on Nisibis [https://syriaccorpus.org/324]	https://syriaccorpus.org/324	Edition 2						Hymn 70 on Nisibis			H. Nis. 70	Madrasha 70 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	70	http://syriaca.org/work/8737 {70}			
8804	2331	Hymn 71 on Nisibis [https://syriaccorpus.org/325]	https://syriaccorpus.org/325	Edition 2						Hymn 71 on Nisibis			H. Nis. 71	Madrasha 71 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	71	http://syriaca.org/work/8737 {71}			
8805	2331	Hymn 72 on Nisibis [https://syriaccorpus.org/326]	https://syriaccorpus.org/326	Edition 2						Hymn 72 on Nisibis			H. Nis. 72	Madrasha 72 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	72	http://syriaca.org/work/8737 {72}			
8806	2331	Hymn 73 on Nisibis [https://syriaccorpus.org/327]	https://syriaccorpus.org/327	Edition 2						Hymn 73 on Nisibis			H. Nis. 73	Madrasha 73 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	73	http://syriaca.org/work/8737 {73}			
8807	2331	Hymn 74 on Nisibis [https://syriaccorpus.org/328]	https://syriaccorpus.org/328	Edition 2						Hymn 74 on Nisibis			H. Nis. 74	Madrasha 74 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	74	http://syriaca.org/work/8737 {74}			
8808	2331	Hymn 75 on Nisibis [https://syriaccorpus.org/329]	https://syriaccorpus.org/329	Edition 2						Hymn 75 on Nisibis			H. Nis. 75	Madrasha 75 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	75	http://syriaca.org/work/8737 {75}			
8809	2331	Hymn 76 on Nisibis [https://syriaccorpus.org/330]	https://syriaccorpus.org/330	Edition 2						Hymn 76 on Nisibis			H. Nis. 76	Madrasha 76 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	76	http://syriaca.org/work/8737 {76}			
8810	2331	Hymn 77 on Nisibis [https://syriaccorpus.org/331]	https://syriaccorpus.org/331	Edition 2						Hymn 77 on Nisibis			H. Nis. 77	Madrasha 77 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	77	http://syriaca.org/work/8737 {77}			
8811	2331	Apocryphal Acts of the Apostles		Edition 2	1755	1				Apocryphal Acts of the Apostles					ܬܫ̈ܥܝܬܐ ܕܫ̈ܠܝܚܐ ܩܕ̈ܝܫܐ									
8812	2331	Acts of Judas Thomas [https://syriaccorpus.org/332]	https://syriaccorpus.org/332	Edition 2	1755	1	ܩܥܒ-ܫܠܓ			Acts of Judas Thomas					ܦܪ̈ܟܣܝܣ ܕܝܗܘܕܐ		http://syriaca.org/person/2123	Judas Thomas	http://syriaca.org/work/8811		http://syriaca.org/work/8811			
8813	2331	An Account of the Decease of Saint John, Apostle and Evangelist [https://syriaccorpus.org/333]	https://syriaccorpus.org/333	Edition 2	1755	1	ܣܘ-ܥܒ			An Account of the Decease of Saint John, Apostle and Evangelist					ܫܪܒܐ ܕܥܠ ܥܘܢܕܢܗ ܕܩܕܝܫܐ ܝܘܚܢܢ ܫܠܝܚܐ ܘܐܢܓܠܝܣܐ			Anonymous	http://syriaca.org/work/8811		http://syriaca.org/work/8811			
8814	2331	History of John, the Son of Zebedee [https://syriaccorpus.org/334]	https://syriaccorpus.org/334	Edition 2	1755	1	ܓ-ܣܗ			History of John, the Son of Zebedee					ܬܫܥܝܬܐ ܕܝܘܚܢܢ ܒܪ ܙܒܕܝ ܫܠܝܚܐ ܘܐܘܢܓܠܣܛܐ			Anonymous	http://syriaca.org/work/8811		http://syriaca.org/work/8811			
8815	2331	History of Mar Matthew and Mar Andrew, Blessed Apostles [https://syriaccorpus.org/335]	https://syriaccorpus.org/335	Edition 2	1755	1	ܩܐ-ܩܟܘ			History of Mar Matthew and Mar Andrew, Blessed Apostles					ܬܫܥܝܬܗ ܕܡܪܝ ܡܬܝ ܘܕܡܪܝ ܐܢܕܪܐܝܣ ܫ̈ܠܝܚܐ ܛ̈ܘܒܢܐ			Anonymous	http://syriaca.org/work/8811		http://syriaca.org/work/8811			
8816	2331	History of Philip, the Apostle and Evangelist [https://syriaccorpus.org/336]	https://syriaccorpus.org/336	Edition 2	1755	1	ܥܓ-ܨܛ			History of Philip, the Apostle and Evangelist					ܬܫܥܝܬܐ ܕܦܝܠܝܦܘܣ ܫܠܝܚܐ ܘܡܣܒܪܢܐ			Anonymous	http://syriaca.org/work/8811		http://syriaca.org/work/8811			
8817	2331	History of Thecla, Disciple of Paul the Apostle [https://syriaccorpus.org/337]	https://syriaccorpus.org/337	Edition 2	1755	1	ܩܟܙ-ܩܣܛ			History of Thecla, Disciple of Paul the Apostle					ܬܫܥܝܬܐ ܕܬܩܠܐ ܬܠܡܝܕܬܗ ܕܦܘܠܘܣ ܫܠܝܚܐ				http://syriaca.org/work/8811		http://syriaca.org/work/8811			
8818	2331	Hymn of the Soul [https://syriaccorpus.org/338]	https://syriaccorpus.org/338	Edition 2	1771	1	10-30			Hymn of the Soul					ܡܕܪܫܐ ܕܝܗܘܕܐ ܬܐܡܐ ܫܠܝܚܐ ܕܒܐܬܪܐ ܕܗ̈ܢܕܘܝܐ			Anonymous	http://syriaca.org/work/8811		http://syriaca.org/work/8811			
8819	2331	Dialogue on the Soul [https://syriaccorpus.org/339]	https://syriaccorpus.org/339	Edition 2	2534		1-93			Dialogue on the Soul					ܢܝ̈ܫܐ ܐܚܪ̈ܢܐ ܥܠ ܢܦܫܐ			John the Solitary						
8820	2331	Memre of Jacob of Serugh								Memre of Jacob of Serugh								Jacob of Serugh						
8821	2331	An Admonition  [https://syriaccorpus.org/340]	https://syriaccorpus.org/340	Edition 2	1732		1-2			An Admonition 					ܕܡܲܪܬ݁ܝܵܢܘܼܬܼܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8822	2331	On the Descent of the Highest upon Mount Sinai  [https://syriaccorpus.org/341]	https://syriaccorpus.org/341	Edition 2	1732		3-38			On the Descent of the Highest upon Mount Sinai 					ܕܥܲܠ ܡܲܚܲܬ݁ܬܹܗ ܕܪܵܡܵܐ ܥܲܠ ܛܘܼܪ ܣܝܼܢܲܝ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8823	2331	On the Consecration of the Church and on Moses the Prophet  [https://syriaccorpus.org/342]	https://syriaccorpus.org/342	Edition 2	1732		38-48			On the Consecration of the Church and on Moses the Prophet 					ܥܲܠ ܩܘܼܕܵܫ ܥܹܕܬܵܐ ܘܥܲܠ ܡܘܼܫܹܐ ܢܒ̣ܝܼܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8824	2331	On the Brazen Serpent that Moses Set up in the Wilderness  [https://syriaccorpus.org/343]	https://syriaccorpus.org/343	Edition 2	1732		49-67			On the Brazen Serpent that Moses Set up in the Wilderness 					ܥܲܠ ܚܸܘܝܵܐ ܕܲܢܚܵܫܵܐ ܕܐܲܪܝܼܡ ܡܘܼܫܹܐ ܒܡܲܕܼܒ݁ܪܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8825	2331	On Aaron the Priest  [https://syriaccorpus.org/344]	https://syriaccorpus.org/344	Edition 2	1732		68-84			On Aaron the Priest 					ܥܲܠ ܐܲܗܪܘܿܢ ܟܵܗܢܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8826	2331	On That Star Which the Magi Saw  [https://syriaccorpus.org/345]	https://syriaccorpus.org/345	Edition 2	1732		84-152			On That Star Which the Magi Saw 					ܥܲܠ ܟܵܘܟ݁ܒ̣ܵܐ ܗܵܘ̇ ܕܐܸܬܼܚܙܝܼ ܠܲܡܓ̣ܘܼ̈ܫܹܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8827	2331	On the Baptism of the Law and on the Baptism of John and on the Baptism That Our Lord Gave to the Apostles  [https://syriaccorpus.org/346]	https://syriaccorpus.org/346	Edition 2	1732		153-167			On the Baptism of the Law and on the Baptism of John and on the Baptism That Our Lord Gave to the Apostles 					ܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ ܕܢܵܡܘܿܣܵܐ ܘܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܹܗ ܕܝܘܿܚܲܢܵܢ ܘܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ ܕܝܲܗ̣̄ܒ̣ ܡܵܪܲܢ ܠܲܫܠܝܼܚܹ̈ܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8828	2331	On the Baptism of our Savior in the Jordan  [https://syriaccorpus.org/347]	https://syriaccorpus.org/347	Edition 2	1732		167-193			On the Baptism of our Savior in the Jordan 					ܥܲܠ ܥܡܵܕܼܗ ܕܦܵܪܘܿܩܲܢ ܕܲܒ̣ܝܘܿܪܕܢܵܢ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8829	2331	On Holy Baptism  [https://syriaccorpus.org/348]	https://syriaccorpus.org/348	Edition 2	1732		193-211			On Holy Baptism 					ܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ ܩܲܕܝܼܫܬܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8830	2331	On the Prayer That Our Lord Taught to his Disciples: "Our Father Which Art in Heaven"  [https://syriaccorpus.org/349]	https://syriaccorpus.org/349	Edition 2	1732		212-248			On the Prayer That Our Lord Taught to his Disciples: "Our Father Which Art in Heaven" 					ܥܲܠ ܨܠܘܿܬܼܵܐ ܕܐܲܠܸܦ̣ ܡܵܪܲܢ ܠܬܲܠܡܝܼܕܼܵܘ̈ܗܝ ܐܲܒ̣ܘܼܢ ܕܒܲܫܡܲܝܵܐ ܢܸܬܼܩܲܕܲܫ ܫܡܵܟ̣			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8831	2331	On that Young Man who Said to Our Lord, “What Should I Do to Inherit Eternal Life” [https://syriaccorpus.org/350]	https://syriaccorpus.org/350	Edition 2	1732		248-267			On that Young Man who Said to Our Lord, “What Should I Do to Inherit Eternal Life”					ܥܲܠ ܗܵܘ̇ ܥܠܲܝܡܵܐ ܕܐܸܡܲܪ ܠܡܵܪܲܢ ܕܡܵܢܵܐ ܐܸܥܒܸ݁ܕܼ ܕܐܹܪܲܬܼ ܚܲܝܹ̈ܐ ܕܲܠܥܵܠܲܡ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8832	2331	On the Prodigal Son [https://syriaccorpus.org/351]	https://syriaccorpus.org/351	Edition 2	1732		267-299			On the Prodigal Son					ܥܲܠ ܗܵܘ̇ ܒܪܵܐ ܕܦܲܪܲܚ̣ ܢܸܟ̣ܣܵܘ̈ܗܝ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8833	2331	On the Pharisee and the Publican Who Went up to the Temple to Pray  [https://syriaccorpus.org/352]	https://syriaccorpus.org/352	Edition 2	1732		299-319			On the Pharisee and the Publican Who Went up to the Temple to Pray 					ܥܲܠ ܦܪܝܼܫܵܐ ܘܡܵܟ̣ܣܵܐ ܕܐܸܡܲܪ ܡܵܪܲܢ ܕܲܣܠܸܩ̣ܘ ܠܗܲܝܟ݁ܠܵܐ ܠܲܡܨܲܠܵܝܘܼ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8834	2331	On the Parable That Our Lord Spoke about the Laborers Whom the Lord of the Vineyard Hired [https://syriaccorpus.org/353]	https://syriaccorpus.org/353	Edition 2	1732		320-344			On the Parable That Our Lord Spoke about the Laborers Whom the Lord of the Vineyard Hired					ܥܲܠ ܡܲܬܼܠܵܐ ܕܐܸܡܲܪ ܡܵܪܲܢ ܕܦܵܥ̈ܠܹܐ ܕܐܸܓܲܪ ܡܵܪܹܐ ܟܲܪܡܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8835	2331	On Zacchaeus the Publican  [https://syriaccorpus.org/354]	https://syriaccorpus.org/354	Edition 2	1732		344-364			On Zacchaeus the Publican 					ܥܲܠ ܙܲܟܲܝ ܡܵܟ̣ܣܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8836	2331	On the Rich Man and Lazarus  [https://syriaccorpus.org/355]	https://syriaccorpus.org/355	Edition 2	1732		364-424			On the Rich Man and Lazarus 					ܲܥܲܠ ܥܲܬ݁ܝܼܪܵܐ ܘܠܵܥܵܙܲܪ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8837	2331	On the Canaanite Woman  [https://syriaccorpus.org/356]	https://syriaccorpus.org/356	Edition 2	1732		424-444			On the Canaanite Woman 					ܥܲܠ ܟܢܲܥܢܵܝܬܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8838	2331	On Palm Sunday  [https://syriaccorpus.org/357]	https://syriaccorpus.org/357	Edition 2	1732		445-459			On Palm Sunday 					ܥܲܠ ܚܲܕܼܒܿܫܲܒܵܐ ܕܐܘܿܫܲܥ̈ܢܹܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8839	2331	On Our Lord's Question and on the Revelation That Simon Received from the Father  [https://syriaccorpus.org/358]	https://syriaccorpus.org/358	Edition 2	1732		460-482			On Our Lord's Question and on the Revelation That Simon Received from the Father 					ܥܲܠ ܫܘܼܐܵܠܹܗ ܕܡܵܪܲܢ ܘܥܲܠ ܓܸܠܝܵܢܵܐ ܕܩܲܒܸܿܠܼ ܫܸܡܥܘܿܢ ܡܼܢ ܐܲܒܼܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8840	2331	On Simon Peter When Our Lord Said to him, “Get Thee Behind Me Satan” [https://syriaccorpus.org/359]	https://syriaccorpus.org/359	Edition 2	1732		482-506			On Simon Peter When Our Lord Said to him, “Get Thee Behind Me Satan”					ܥܲܠ ܫܸܡܥܘܿܢ ܟܹܐܦܵܐ ܟܲܕܼ ܐܸܡܸܿܪ ܠܹܗ ܡܵܪܲܢ ܙܸܠ ܠܵܟܼ ܠܒܸܣܬܲܪܝ ܣܵܛܵܢܵܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8841	2331	On the Denial of Peter  [https://syriaccorpus.org/360]	https://syriaccorpus.org/360	Edition 2	1732		506-534			On the Denial of Peter 					ܥܲܠ ܟܦܘܼܪܝܹܗ ܕܫܸܡܥܘܿܢ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8842	2331	On the Memorial of the Departed and on the Eucharistic Bread  [https://syriaccorpus.org/361]	https://syriaccorpus.org/361	Edition 2	1732		535-550			On the Memorial of the Departed and on the Eucharistic Bread 					ܥܠ ܕܗܟܪܢܐ ܕܥܢܝ̈ܕܐ ܘܥܠ ܩܨܬܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8843	2331	On the Lenten Fast I  [https://syriaccorpus.org/362]	https://syriaccorpus.org/362	Edition 2	1732		551-570			On the Lenten Fast I 					ܥܲܠ ܨܵܘܡܵܐ ܩܲܕܝܼܫܵܐ ܕܐܲܪܒ̇ܥܝܼܢ ܐ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8844	2331	On the Lenten Fast II [https://syriaccorpus.org/363]	https://syriaccorpus.org/363	Edition 2	1732		571-587			On the Lenten Fast II					ܥܲܠ ܨܵܘܡܵܐ ܩܲܕܝܼܫܵܐ ܕܐܲܪܒܿܥܝܼܢ ܒ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
8845	2331	On the Lenten Fast III [https://syriaccorpus.org/364]	https://syriaccorpus.org/364	Edition 2	1732		588-606			On the Lenten Fast III					ܥܲܠ ܨܵܘܡܵܐ ܩܲܕܝܼܫܵܐ ܕܐܲܪܒܿܥܝܼܢ ܓ			Jacob of Serugh	http://syriaca.org/work/8820		http://syriaca.org/work/8820			
