New URI	Edition 1	citedRange entry.Edition 1		witnesses.Edition 1	Edition 2	citedRange vol.Edition 2	citedRange pp.Edition 2	MS 1	citedRange fol.MS 1	title syriaca-headword.Edition 1.en	title syriaca-headword.en	title.Edition 1.en	title abbreviation.en	title.en	title syriaca-headword.Edition 1.syr	title.MS 1.syr	author ref.Edition 1				relation dct---isPartOf.Edition 1	Translation 1	citedRange vol.Translation 1	lang.Translation 1
*** Syriaca Work ID	Syriac Corpus Bibl	Syriac Corpus Entry	Syriac Corpus URI	Witnesses of Syriac Corpus text	Transcribed Edition	Vols from transcribed edition (if relevant)	Pages from transcribed edition	Transcribed Manuscript	Manuscript Folios	English Title (Headword, Edition 1)	English Title (Headword, if different from Edition 1	English Title (Edition 1, if different from Headword)	English Abbreviation		Syriac Title (Headword, Edition 1)	Syriac Title (MS 1)	Author URI	Author Headword (not for export)	Is Part of Work URI	Number in Collection	Is Part of Work URI {number in collection}			
*** REQUIRED. Contains the new Syriaca.org URI to be assigned to each row.	bibl entry of Syriac Corpus in Syriaca.org	Entry title + [URI] (auto-generated)	Used to autogenerate citedRange entry.Edition 1	Names of columns containing ids of manuscripts, editions, etc. that are witnesses for this work. Separate multiple items with commas.	Use bibl URI (e.g., 2329 for Parisot)			Syriaca.org manuscript URI or shelfmark if there is no URI yet.	Folio numbers cited from MS 1	REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)					REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)	Syriac title according to source MS 1.	RECOMMENDED. (URI) The full Syriaca.org URI of the work author, according to Source 1. If there is more than 1 author from Source 1, duplicate this column.				OPTIONAL. (Syriaca.org URI) The URI of a Syriaca.org work which contains this work. Separate multiple URIs with commas. (If the URI contains commas [unlikely], replace them with "%2c".) The conversion automatically uses the value of the column name after "relation_" as the @ref of the <relation>, but currently only "possibly-identical" is defined in the column-mapping template. Triple-hyphens (---) in the @ref values are converted to colons (:) to allow prefixed namespaces. If the work should be assigned an order within the larger work, place the order number in { } after the containing work URI, separated by a space.			
8622	2331	Ode 4 [https://syriaccorpus.org/147]	https://syriaccorpus.org/147	Edition 2	2455					Ode 4								Anonymous	http://syriaca.org/work/8620	4	http://syriaca.org/work/8620 {4}			
8623	2331	Ode 5 [https://syriaccorpus.org/148]	https://syriaccorpus.org/148	Edition 2	2455					Ode 5								Anonymous	http://syriaca.org/work/8620	5	http://syriaca.org/work/8620 {5}			
8624	2331	Ode 6 [https://syriaccorpus.org/149]	https://syriaccorpus.org/149	Edition 2	2455					Ode 6								Anonymous	http://syriaca.org/work/8620	6	http://syriaca.org/work/8620 {6}			
8625	2331	Ode 7 [https://syriaccorpus.org/150]	https://syriaccorpus.org/150	Edition 2	2455					Ode 7								Anonymous	http://syriaca.org/work/8620	7	http://syriaca.org/work/8620 {7}			
8626	2331	Ode 8 [https://syriaccorpus.org/151]	https://syriaccorpus.org/151	Edition 2	2455					Ode 8								Anonymous	http://syriaca.org/work/8620	8	http://syriaca.org/work/8620 {8}			
8627	2331	Ode 9 [https://syriaccorpus.org/152]	https://syriaccorpus.org/152	Edition 2	2455					Ode 9								Anonymous	http://syriaca.org/work/8620	9	http://syriaca.org/work/8620 {9}			
8628	2331	Ode 10 [https://syriaccorpus.org/153]	https://syriaccorpus.org/153	Edition 2	2455					Ode 10								Anonymous	http://syriaca.org/work/8620	10	http://syriaca.org/work/8620 {10}			
8629	2331	Ode 11 [https://syriaccorpus.org/154]	https://syriaccorpus.org/154	Edition 2	2455					Ode 11								Anonymous	http://syriaca.org/work/8620	11	http://syriaca.org/work/8620 {11}			
8630	2331	Ode 12 [https://syriaccorpus.org/155]	https://syriaccorpus.org/155	Edition 2	2455					Ode 12								Anonymous	http://syriaca.org/work/8620	12	http://syriaca.org/work/8620 {12}			
8631	2331	Ode 13 [https://syriaccorpus.org/156]	https://syriaccorpus.org/156	Edition 2	2455					Ode 13								Anonymous	http://syriaca.org/work/8620	13	http://syriaca.org/work/8620 {13}			
8632	2331	Ode 14 [https://syriaccorpus.org/157]	https://syriaccorpus.org/157	Edition 2	2455					Ode 14								Anonymous	http://syriaca.org/work/8620	14	http://syriaca.org/work/8620 {14}			
8633	2331	Ode 15 [https://syriaccorpus.org/158]	https://syriaccorpus.org/158	Edition 2	2455					Ode 15								Anonymous	http://syriaca.org/work/8620	15	http://syriaca.org/work/8620 {15}			
8634	2331	Ode 16 [https://syriaccorpus.org/159]	https://syriaccorpus.org/159	Edition 2	2455					Ode 16								Anonymous	http://syriaca.org/work/8620	16	http://syriaca.org/work/8620 {16}			
8635	2331	Ode 17 [https://syriaccorpus.org/160]	https://syriaccorpus.org/160	Edition 2	2455					Ode 17								Anonymous	http://syriaca.org/work/8620	17	http://syriaca.org/work/8620 {17}			
8636	2331	Ode 18 [https://syriaccorpus.org/161]	https://syriaccorpus.org/161	Edition 2	2455					Ode 18								Anonymous	http://syriaca.org/work/8620	18	http://syriaca.org/work/8620 {18}			
8637	2331	Ode 19 [https://syriaccorpus.org/162]	https://syriaccorpus.org/162	Edition 2	2455					Ode 19								Anonymous	http://syriaca.org/work/8620	19	http://syriaca.org/work/8620 {19}			
8638	2331	Ode 20 [https://syriaccorpus.org/163]	https://syriaccorpus.org/163	Edition 2	2455					Ode 20								Anonymous	http://syriaca.org/work/8620	20	http://syriaca.org/work/8620 {20}			
8639	2331	Ode 21 [https://syriaccorpus.org/164]	https://syriaccorpus.org/164	Edition 2	2455					Ode 21								Anonymous	http://syriaca.org/work/8620	21	http://syriaca.org/work/8620 {21}			
8640	2331	Ode 22 [https://syriaccorpus.org/165]	https://syriaccorpus.org/165	Edition 2	2455					Ode 22								Anonymous	http://syriaca.org/work/8620	22	http://syriaca.org/work/8620 {22}			
8641	2331	Ode 23 [https://syriaccorpus.org/166]	https://syriaccorpus.org/166	Edition 2	2455					Ode 23								Anonymous	http://syriaca.org/work/8620	23	http://syriaca.org/work/8620 {23}			
8642	2331	Ode 24 [https://syriaccorpus.org/167]	https://syriaccorpus.org/167	Edition 2	2455					Ode 24								Anonymous	http://syriaca.org/work/8620	24	http://syriaca.org/work/8620 {24}			
8643	2331	Ode 25 [https://syriaccorpus.org/168]	https://syriaccorpus.org/168	Edition 2	2455					Ode 25								Anonymous	http://syriaca.org/work/8620	25	http://syriaca.org/work/8620 {25}			
8644	2331	Ode 26 [https://syriaccorpus.org/169]	https://syriaccorpus.org/169	Edition 2	2455					Ode 26								Anonymous	http://syriaca.org/work/8620	26	http://syriaca.org/work/8620 {26}			
8645	2331	Ode 27 [https://syriaccorpus.org/170]	https://syriaccorpus.org/170	Edition 2	2455					Ode 27								Anonymous	http://syriaca.org/work/8620	27	http://syriaca.org/work/8620 {27}			
8646	2331	Ode 28 [https://syriaccorpus.org/171]	https://syriaccorpus.org/171	Edition 2	2455					Ode 28								Anonymous	http://syriaca.org/work/8620	28	http://syriaca.org/work/8620 {28}			
8647	2331	Ode 29 [https://syriaccorpus.org/172]	https://syriaccorpus.org/172	Edition 2	2455					Ode 29								Anonymous	http://syriaca.org/work/8620	29	http://syriaca.org/work/8620 {29}			
8648	2331	Ode 30 [https://syriaccorpus.org/173]	https://syriaccorpus.org/173	Edition 2	2455					Ode 30								Anonymous	http://syriaca.org/work/8620	30	http://syriaca.org/work/8620 {30}			
8649	2331	Ode 31 [https://syriaccorpus.org/174]	https://syriaccorpus.org/174	Edition 2	2455					Ode 31								Anonymous	http://syriaca.org/work/8620	31	http://syriaca.org/work/8620 {31}			
8650	2331	Ode 32 [https://syriaccorpus.org/175]	https://syriaccorpus.org/175	Edition 2	2455					Ode 32								Anonymous	http://syriaca.org/work/8620	32	http://syriaca.org/work/8620 {32}			
8651	2331	Ode 33 [https://syriaccorpus.org/176]	https://syriaccorpus.org/176	Edition 2	2455					Ode 33								Anonymous	http://syriaca.org/work/8620	33	http://syriaca.org/work/8620 {33}			
8652	2331	Ode 34 [https://syriaccorpus.org/177]	https://syriaccorpus.org/177	Edition 2	2455					Ode 34								Anonymous	http://syriaca.org/work/8620	34	http://syriaca.org/work/8620 {34}			
8653	2331	Ode 35 [https://syriaccorpus.org/178]	https://syriaccorpus.org/178	Edition 2	2455					Ode 35								Anonymous	http://syriaca.org/work/8620	35	http://syriaca.org/work/8620 {35}			
8654	2331	Ode 36 [https://syriaccorpus.org/179]	https://syriaccorpus.org/179	Edition 2	2455					Ode 36								Anonymous	http://syriaca.org/work/8620	36	http://syriaca.org/work/8620 {36}			
8655	2331	Ode 37 [https://syriaccorpus.org/180]	https://syriaccorpus.org/180	Edition 2	2455					Ode 37								Anonymous	http://syriaca.org/work/8620	37	http://syriaca.org/work/8620 {37}			
8656	2331	Ode 38 [https://syriaccorpus.org/181]	https://syriaccorpus.org/181	Edition 2	2455					Ode 38								Anonymous	http://syriaca.org/work/8620	38	http://syriaca.org/work/8620 {38}			
8657	2331	Ode 39 [https://syriaccorpus.org/182]	https://syriaccorpus.org/182	Edition 2	2455					Ode 39								Anonymous	http://syriaca.org/work/8620	39	http://syriaca.org/work/8620 {39}			
8658	2331	Ode 40 [https://syriaccorpus.org/183]	https://syriaccorpus.org/183	Edition 2	2455					Ode 40								Anonymous	http://syriaca.org/work/8620	40	http://syriaca.org/work/8620 {40}			
8659	2331	Ode 41 [https://syriaccorpus.org/184]	https://syriaccorpus.org/184	Edition 2	2455					Ode 41								Anonymous	http://syriaca.org/work/8620	41	http://syriaca.org/work/8620 {41}			
8660	2331	Ode 42 [https://syriaccorpus.org/185]	https://syriaccorpus.org/185	Edition 2	2455					Ode 42								Anonymous	http://syriaca.org/work/8620	42	http://syriaca.org/work/8620 {42}			
8661	2331	Book of the Laws of the Countries [https://syriaccorpus.org/186]	https://syriaccorpus.org/186	Edition 2	2537		4-62			Book of the Laws of the Countries					ܟܬܒܐ ܕܢܡ̈ܘܣܐ ܕܐܬܪ̈ܘܬܐ		http://syriaca.org/person/3	Bardaisan						
8662	2331	On the Solitaries [https://syriaccorpus.org/187]	https://syriaccorpus.org/187	MS 1				BL Oriental 6714	73v-101v	On the Solitaries						ܥܸܠܬܐ ܕܕܘܒܪ̈ܐ ܕܝܼܚܝܕܝܘܬܐ	http://syriaca.org/person/321	Abraham of Nathpar						
8663	2331	Memra 1 [https://syriaccorpus.org/188]	https://syriaccorpus.org/188	Edition 2	2538		10-21				Memra 1	Memra One			ܡܺܐܡܪܳܐ ܩܰܕܡܳܝܳܐ				http://syriaca.org/work/8693	2	http://syriaca.org/work/8693 {2}			
8664	2331	Memra 2: About Those Who Want to Become Perfect [https://syriaccorpus.org/189]	https://syriaccorpus.org/189	Edition 2	2538		22-39				Memra 2: About Those Who Want to Become Perfect	Memra Two: About Those Who Want to Become Perfect			ܡܺܐܡܪܳܐ ܕܰܬܪܶܝܢ ܕܥܰܠ ܐܰܝܠܶܝܢ ܕܨܳܒܶܝܢ ܕܢܶܬܓܰܡܪܽܘܢ				http://syriaca.org/work/8693	3	http://syriaca.org/work/8693 {3}			
8665	2331	Memra 3: The Physical And the Spiritual Ministry [https://syriaccorpus.org/190]	https://syriaccorpus.org/190	Edition 2	2538		40-71				Memra 3: The Physical And the Spiritual Ministry	Memra Three: The Physical And the Spiritual Ministry			ܡܺܐܡܪܳܐ ܕܰܬܠܳܬܳܐ ܕܥܰܠ ܬܶܫܡܶܫܬܳܐ ܦܰܓܪܳܢܳܝܬܳܐ ܘܪܽܘܚܳܢܳܝܬܳܐ				http://syriaca.org/work/8693	4	http://syriaca.org/work/8693 {4}			
8666	2331	Memra 4: On the Vegetables for the Sick [https://syriaccorpus.org/191]	https://syriaccorpus.org/191	Edition 2	2538		72-83				Memra 4: On the Vegetables for the Sick	Memra Four: On the Vegetables for the Sick			ܡܺܐܡܪܳܐ ܕܰܐܪܒܥܳܐ ܕܥܰܠ ܝܰܪܩܳܐ ܕܰܟܪ̈ܺܝܗܶܐ				http://syriaca.org/work/8693	5	http://syriaca.org/work/8693 {5}			
8667	2331	Memra 5: On the Milk of the Children [https://syriaccorpus.org/192]	https://syriaccorpus.org/192	Edition 2	2538		84-115				Memra 5: On the Milk of the Children	Memra Five: On the Milk of the Children			ܡܺܐܡܪܳܐ ܕܚܰܡܫܳܐ ܕܥܰܠ ܚܰܠܒܳܐ ܕܝܰܠ̈ܽܘܕܶܐ				http://syriaca.org/work/8693	6	http://syriaca.org/work/8693 {6}			
8668	2331	Memra 6: On Those Who Are Made Perfect and Continue to Grow [https://syriaccorpus.org/193]	https://syriaccorpus.org/193	Edition 2	2538		116-121				Memra 6: On Those Who Are Made Perfect and Continue to Grow	Memra Six: On Those Who Are Made Perfect and Continue to Grow			ܡܺܐܡܪܳܐ ܕܶܫܬܳܐ ܕܥܰܠ ܐ̱ܢܳܫ ܕܡܶܬܓܡܰܪ ܘܝܳܪܶܒ				http://syriaca.org/work/8693	7	http://syriaca.org/work/8693 {7}			
8669	2331	Memra 7: On the Commandments of the Upright [https://syriaccorpus.org/194]	https://syriaccorpus.org/194	Edition 2	2538		122-155				Memra 7: On the Commandments of the Upright	Memra Seven: On the Commandments of the Upright			ܡܺܐܡܪܳܐ ܕܫܰܒܥܳܐ ܕܥܰܠ ܦܽܘܩܕ̈ܳܢܶܐ ܕܟܺܐܢ̈ܶܐ				http://syriaca.org/work/8693	8	http://syriaca.org/work/8693 {8}			
8670	2331	Memra 8: On One Who Gives All He Has to Feed the Poor [https://syriaccorpus.org/195]	https://syriaccorpus.org/195	Edition 2	2538		156-165				Memra 8: On One Who Gives All He Has to Feed the Poor	Memra Eight: On One Who Gives All He Has to Feed the Poor			ܡܺܐܡܪܳܐ ܕܰܬܡܳܢܝܳܐ ܕܥܰܠ ܡܰܢ ܕܡܰܘܟܶܠ ܟܽܠ ܕܰܩܢܶܐ ܠܡܶܣ̈ܟܺܢܶܐ				http://syriaca.org/work/8693	9	http://syriaca.org/work/8693 {9}			
8671	2331	Memra 9: On Uprightness and the Love of the Upright and the Prophets [https://syriaccorpus.org/196]	https://syriaccorpus.org/196	Edition 2	2538		166-203				Memra 9: On Uprightness and the Love of the Upright and the Prophets	Memra Nine: On Uprightness and the Love of the Upright and the Prophets			ܡܺܐܡܪܳܐ ܕܬܶܫܥܳܐ ܥܰܠ ܟܺܐܢܽܘܬܳܐ ܘܥܰܠ ܚܽܘܒܳܐ ܕܟܺܐܢ̈ܶܐ ܘܕܰܢܒܺܝ̈ܶܐ				http://syriaca.org/work/8693	10	http://syriaca.org/work/8693 {10}			
8672	2331	Memra 10 [https://syriaccorpus.org/197]	https://syriaccorpus.org/197	Edition 2	2538		204-221				Memra 10	Memra Ten			ܡܺܐܡܪܳܐ ܕܥܶܣܪܳܐ				http://syriaca.org/work/8693	11	http://syriaca.org/work/8693 {11}			
8673	2331	Memra 11 [https://syriaccorpus.org/198]	https://syriaccorpus.org/198	Edition 2	2540		12-21				Memra 11	Memra Eleven			ܡܺܐܡܪܳܐ ܕܰܚܕܰܥܣܰܪ ܕܥܰܠ ܡܰܫܡܰܥܬܳܐ ܕܰܟܬܳܒ̈ܶܐ ܘܶܐܡܰܬܝ ܕܡܶܬܩܪܶܐ ܢܳܡܽܘܣܳܐ ܩܕܳܡܰܝܢ.				http://syriaca.org/work/8693	12	http://syriaca.org/work/8693 {12}			
8674	2331	Memra 12: On the Hidden and Public Ministry of the Church [https://syriaccorpus.org/199]	https://syriaccorpus.org/199	Edition 2	2540		22-37				Memra 12: On the Hidden and Public Ministry of the Church	Memra Twelve: On the Hidden and Public Ministry of the Church			ܡܺܐܡܪܳܐ ܕܰܬܪ̈ܶܥܣܰܪ ܕܥܰܠ ܬܶܫܡܶܫܬܳܐ ܕܥܽܕ̱ܬܳܐ ܟܣܺܝܬܳܐ ܘܰܓܠܺܝܬܳܐ				http://syriaca.org/work/8693	13	http://syriaca.org/work/8693 {13}			
8675	2331	Memra 13: By the Same Author on the Ways of the Upright [https://syriaccorpus.org/200]	https://syriaccorpus.org/200	Edition 2	2540		38-53				Memra 13: By the Same Author on the Ways of the Upright	Memra Thirteen: By the Same Author on the Ways of the Upright			ܡܺܐܡܪܳܐ ܕܰܬܠܳܬܰܥܣܰܪ ܕܺܝܠܶܗ ܕܥܰܠ ܕܽܘܒܳܪ̈ܶܐ ܕܟܺܐܢ̈ܶܐ				http://syriaca.org/work/8693	14	http://syriaca.org/work/8693 {14}			
8676	2331	Memra 14: On the Upright and the Perfect [https://syriaccorpus.org/201]	https://syriaccorpus.org/201	Edition 2	2540		54-61				Memra 14: On the Upright and the Perfect	Memra Fourteen: On the Upright and the Perfect			ܡܺܐܡܪܳܐ ܕܰܐܪܒܰܥܬܰܥܣܰܪ ܕܥܰܠ ܟܺܐܢ̈ܶܐ ܘܥܰܠ ܓܡܺܝܪ̈ܶܐ				http://syriaca.org/work/8693	15	http://syriaca.org/work/8693 {15}			
8677	2331	Memra 15: On Adam's Marital Desire [https://syriaccorpus.org/202]	https://syriaccorpus.org/202	Edition 2	2540		62-99				Memra 15: On Adam's Marital Desire	Memra Fifteen: On Adam's Marital Desire			ܡܺܐܡܪܳܐ ܕܚܰܡܶܫܬܰܥܣܰܪ ܕܥܰܠ ܡܰܪܕܺܝܬܳܐ ܕܙܽܘܘܳܓܳܐ ܕܰܗܘܳܬ ܒܳܐܕܳܡ				http://syriaca.org/work/8693	16	http://syriaca.org/work/8693 {16}			
8678	2331	Memra 16: On How a Person May Surpass the Major Commandments [https://syriaccorpus.org/203]	https://syriaccorpus.org/203	Edition 2	2540		100-119				Memra 16: On How a Person May Surpass the Major Commandments	Memra Sixteen: On How a Person May Surpass the Major Commandments			ܡܺܐܡܪܳܐ ܕܫܶܬܬܰܥܣܰܪ ܕܥܰܠ ܕܰܐܝܟܰܢ ܝܳܪܶܒ ܐ̱ܢܳܫ ܡܶܢ ܦܽܘܩ̈ܕܳܢܶܐ ܪܰܘܪ̈ܒܶܐ				http://syriaca.org/work/8693	17	http://syriaca.org/work/8693 {17}			
8679	2331	Memra 17: On the Sufferings of Our Lord Who Became Through Them an Example for Us [https://syriaccorpus.org/204]	https://syriaccorpus.org/204	Edition 2	2540		120-133				Memra 17: On the Sufferings of Our Lord Who Became Through Them an Example for Us	Memra Seventeen: On the Sufferings of Our Lord Who Became Through Them an Example for Us			ܡܺܐܡܪܳܐ ܕܰܫܒܰܥܬܰܥܣܰܪ ܕܥܰܠ ܚܰܫܰܘ̈ܗ̱ܝ ܕܡܳܪܰܢ ܕܰܗܘܳܐ ܠܰܢ ܒܗܽܘܢ ܚܰܘܪܳܐ				http://syriaca.org/work/8693	18	http://syriaca.org/work/8693 {18}			
8680	2331	Memra 18: On the Tears of Prayer [https://syriaccorpus.org/205]	https://syriaccorpus.org/205	Edition 2	2540		134-143				Memra 18: On the Tears of Prayer	Memra Eighteen: On the Tears of Prayer			ܡܺܐܡܪܳܐ ܕܰܬܡܳܢܬܰܥܣܰܪ ܕܥܰܠ ܕܶܡ̈ܥܶܐ ܕܰܨܠܽܘܬܳܐ				http://syriaca.org/work/8693	19	http://syriaca.org/work/8693 {19}			
8681	2331	Memra 19: On the Discernment of the Way of Perfection [https://syriaccorpus.org/206]	https://syriaccorpus.org/206	Edition 2	2540		144-199				Memra 19: On the Discernment of the Way of Perfection	Memra Nineteen: On the Discernment of the Way of Perfection			ܡܺܐܡܪܳܐ ܕܰܬܫܰܥܣܰܪ ܕܥܰܠ ܦܽܘܪܫܳܢܳܐ ܕܽܐܘܪܚܳܐ ܕܰܓܡܺܝܪܽܘܬܳܐ				http://syriaca.org/work/8693	20	http://syriaca.org/work/8693 {20}			
8682	2331	Memra 20: On the Difficult Steps that are on the Road of the City of Our Lord [https://syriaccorpus.org/207]	https://syriaccorpus.org/207	Edition 2	2540		200-227				Memra 20: On the Difficult Steps that are on the Road of the City of Our Lord	Memra Twenty: On the Difficult Steps that are on the Road of the City of Our Lord			ܡܺܐܡܪܳܐ ܕܥܶܣܪ̈ܺܝܢ ܡܰܣ̈ܩܳܬܳܐ ܩܰܫܝ̈ܳܬܳܐ ܕܺܐܝܬ ܒܽܐܘܪܚܳܐ ܕܰܡܕܺܝܢ̱ܬܶܗ ܕܡܳܪܰܢ				http://syriaca.org/work/8693	21	http://syriaca.org/work/8693 {21}			
8683	2331	Memra 21: On the Tree of Adam [https://syriaccorpus.org/208]	https://syriaccorpus.org/208	Edition 2	2539		12-49				Memra 21: On the Tree of Adam	Memra Twenty-one: On the Tree of Adam			ܡܺܐܡܪܳܐ ܕܥܶܣܪ̈ܺܝܢ ܘܚܰܕ ܕܥܰܠ ܐܺܝܠܳܢܳܐ ܕܳܐܕܳܡ				http://syriaca.org/work/8693	22	http://syriaca.org/work/8693 {22}			
8684	2331	Memra 22: On the Judgments That Do Not Save Those Who Observe Them [https://syriaccorpus.org/209]	https://syriaccorpus.org/209	Edition 2	2539		50-93				Memra 22: On the Judgments That Do Not Save Those Who Observe Them	Memra Twenty-two: On the Judgments That Do Not Save Those Who Observe Them			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܬܪ̈ܶܝܢ ܕܥܰܠ ܕܺܝܢ̈ܶܐ ܕܠܳܐ ܚܳܐܶܝܢ ܒܗܽܘܢ ܥܳܒ̈ܽܘܕܰܝܗܽܘܢ				http://syriaca.org/work/8693	23	http://syriaca.org/work/8693 {23}			
8685	2331	Memra 23: On Satan and Pharoah and the Israelites [https://syriaccorpus.org/210]	https://syriaccorpus.org/210	Edition 2	2539		94-111				Memra 23: On Satan and Pharoah and the Israelites	Memra Twenty-three: On Satan and Pharoah and the Israelites			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܬܠܳܬܳܐ ܕܥܰܠ ܤܳܛܳܢܳܐ ܘܥܰܠ ܦܶܪܥܽܘܢ ܒܢܰܝ̈ ܐܺܝܣܪܳܐܶܝܠ				http://syriaca.org/work/8693	24	http://syriaca.org/work/8693 {24}			
8686	2331	Memra 24: On Repentance [https://syriaccorpus.org/211]	https://syriaccorpus.org/211	Edition 2	2539		112-127				Memra 24: On Repentance	Memra Twenty-four: On Repentance			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܐܪܒܥܳܐ ܕܥܰܠ ܬܝܳܒܽܘܬܳܐ				http://syriaca.org/work/8693	25	http://syriaca.org/work/8693 {25}			
8687	2331	Memra 25: On the Voice of God and of Satan [https://syriaccorpus.org/212]	https://syriaccorpus.org/212	Edition 2	2539		128-145				Memra 25: On the Voice of God and of Satan	Memra Twenty-five: On the Voice of God and of Satan			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܚܰܡܫܳܐ ܕܥܰܠ ܒܰܪ̱ܬ ܩܳܠܳܐ ܕܰܐܠܳܗܳܐ ܘܰܕܤܳܛܳܢܳܐ				http://syriaca.org/work/8693	26	http://syriaca.org/work/8693 {26}			
8688	2331	Memra 26: On the Second Law That the Lord Established From Adam [https://syriaccorpus.org/213]	https://syriaccorpus.org/213	Edition 2	2539		146-153				Memra 26: On the Second Law That the Lord Established From Adam	Memra Twenty-six: On the Second Law That the Lord Established From Adam			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܶܫܬܳܐ ܥܰܠ ܢܳܡܺܘܣܳܐ ܕܰܬܪܶܝܢ ܕܣܳܡ ܡܳܪܝܳܐ ܠܳܐܕܳܡ				http://syriaca.org/work/8693	27	http://syriaca.org/work/8693 {27}			
8689	2331	Memra 27: About the History of the Thief Who is Saved [https://syriaccorpus.org/214]	https://syriaccorpus.org/214	Edition 2	2539		154-167				Memra 27: About the History of the Thief Who is Saved	Memra Twenty-seven: About the History of the Thief Who is Saved			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܫܰܒܥܳܐ ܕܥܰܠ ܫܰܪܒܳܐ ܕܓܰܝ̈ܣܶܐ				http://syriaca.org/work/8693	28	http://syriaca.org/work/8693 {28}			
8690	2331	Memra 28: On the Fact That the Human Soul is Not Identical With the Blood [https://syriaccorpus.org/215]	https://syriaccorpus.org/215	Edition 2	2539		168-183				Memra 28: On the Fact That the Human Soul is Not Identical With the Blood	Memra Twenty-eight: On the Fact That the Human Soul is Not Identical With the Blood			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܬܡܳܢܝܳܐ ܕܥܰܠ ܢܰܦܫܳܐ ܕܒܰܪܢܳܫܳܐ ܕܠܳܐ ܗܘܳܬ ܕܡܳܐ				http://syriaca.org/work/8693	29	http://syriaca.org/work/8693 {29}			
8691	2331	Memra 29: On the Discipline of the Body [https://syriaccorpus.org/216]	https://syriaccorpus.org/216	Edition 2	2539		184-219				Memra 29: On the Discipline of the Body	Memra Twenty-nine: On the Discipline of the Body			ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܬܶܫܥܳܐ ܕܥܰܠ ܟܽܘܒܳܫ ܦܰܓܪܳܐ				http://syriaca.org/work/8693	30	http://syriaca.org/work/8693 {30}			
8692	2331	Memra 30: On the Commandments of Faith and the Love of the Solitaries [https://syriaccorpus.org/217]	https://syriaccorpus.org/217	Edition 2	2539		220-261				Memra 30: On the Commandments of Faith and the Love of the Solitaries	Memra Thirty: On the Commandments of Faith and the Love of the Solitaries			ܡܺܐܡܪܳܐ ܕܰܬܠܳܬܺܝܢ. ܕܥܰܠ ܦܽܘܩܕ̈ܳܢܶܐ ܕܗܰܝܡܳܢܽܘܬܳܐ ܘܰܕܚܽܘܒܳܐ ܕܺܝܚܺܝ̈ܕܳܝܶܐ				http://syriaca.org/work/8693	31	http://syriaca.org/work/8693 {31}			
8693	2331	Book of Steps								Book of Steps														
8694	2331	Book of Steps Preface [https://syriaccorpus.org/218]	https://syriaccorpus.org/218	Edition 2	2538		2-9			Book of Steps Preface					ܡܰܡܠ̱ܠܳܐ				http://syriaca.org/work/8693	1	http://syriaca.org/work/8693 {1}			
8695	2331	The Pseudo-Clementine Recognitions and Homilies								The Pseudo-Clementine Recognitions and Homilies														
8696	2331	Recognition 1 [https://syriaccorpus.org/219]	https://syriaccorpus.org/219	Edition 2	1819		1-42			Recognition 1					ܬܫܥܝܬܐ ܕܩܠܝܡܝܣ ܐܝܢܐ ܕܢܩܝܦ ܗܘܐ ܠܫܡܥܘܢ ܟܐܦܐ܀			Pseudo-Clement	http://syriaca.org/work/8695	1	http://syriaca.org/work/8695 {1}			
8697	2331	Recognition 2 [https://syriaccorpus.org/220]	https://syriaccorpus.org/220	Edition 2	1819		42-81			Recognition 2								Pseudo-Clement	http://syriaca.org/work/8695	2	http://syriaca.org/work/8695 {2}			
8698	2331	Recognition 3 [https://syriaccorpus.org/221]	https://syriaccorpus.org/221	Edition 2	1819		81-123			Recognition 3								Pseudo-Clement	http://syriaca.org/work/8695	3	http://syriaca.org/work/8695 {3}			
8699	2331	Recognition 4 [https://syriaccorpus.org/222]	https://syriaccorpus.org/222	Edition 2	1819		123			Recognition 4								Pseudo-Clement	http://syriaca.org/work/8695	4	http://syriaca.org/work/8695 {4}			
8700	2331	Homily 10 [https://syriaccorpus.org/223]	https://syriaccorpus.org/223	Edition 2	1819		124-132			Homily 10					ܕ̈ܬܠܬܐ ܕܠܘܩܒܠ ܚܢ̈ܦܐ			Pseudo-Clement	http://syriaca.org/work/8695	10	http://syriaca.org/work/8695 {10}			
